Zone,Apartment_Type,SPL,RT60 (material ac),RT60(seconds),Element,Material,Absortion_Coefficient,Height,Surface_Area(m),Facade_Dampening(Score),Comfort_Index
HD-Urban-V1,1Bed,0.317,5.85,0.539192,Wall,Fiberglass Board,0.65,3,9,7.150627,0.985
HD-Urban-V1,1Bed,0.334,0.45,0.288945,Wall,Acoustic Plaster,0.5,3,9,6.262023,0.738
Roadside-V2,2Bed,0.401,2.7,0.512467,Floor,Thin Carpet on Wood,0.3,3,9,8.936489,0.481
HD-Urban-V0,2Bed,0.424,0.09,0.660287,Floor,Marble,0.01,3,9,9.044061,0.491
HD-Urban-V1,2Bed,0.362,0.9,0.782186,Floor,Wood Flooring on Joists,0.1,6,9,8.800364,0.984
HD-Urban-V1,2Bed,0.351,4.5,0.55374,Floor,Medium Pile Carpet,0.5,6,9,8.627354,0.805
GreenEdge-V3,2Bed,0.187,3.6,0.713178,Ceiling,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens,0.4,6,9,9.390655,0.963
Roadside-V2,2Bed,0.374,0.72,0.520194,Ceiling,Sprayed Cellulose Fiber (25mm on Solid Backing),0.08,6,9,9.608627,0.823
Ind-Zone-V0,2Bed,0.582,4.59,0.680521,Ceiling,Underlay in Perforated Metal Panels (25mm Batts),0.51,6,0,9.41024,0.963
Roadside-V2,2Bed,0.396,2.43,0.655137,Ceiling,"Hardboard, 25% Perforated Over 50mm Mineral Wool",0.27,6,9,8.797559,0.805
HD-Urban-V0,2Bed,0.388,2.961,0.516854,Window,Frosted Glass + Acoustic Plaster,0.329,9,9,8.615892,0.85
HD-Urban-V0,2Bed,0.421,1.071,0.653365,Window,Insulated Glazing Unit + Wood Paneling,0.119,9,9,8.480536,0.491
Ind-Zone-V0,2Bed,0.557,0.45,0.821429,Window,Wired Glass + Gypsum Board,0.05,9,9,8.603813,0.407
HD-Urban-V1,2Bed,0.341,0.432,0.57879,Window,Frosted Glass + Plaster with Wallpaper Backing,0.048,9,9,10.403845,0.339
HD-Urban-V1,2Bed,0.339,0.495,0.464311,Window,Single Pane Glass + Plaster with Wallpaper Backing,0.055,9,9,10.901702,0.488
Roadside-V1,2Bed,0.434,0.441,0.535328,Door,Plywood Door + Plaster with Wallpaper Backing,0.049,9,9,8.451073,0.492
Roadside-V2,1Bed,0.424,5.85,0.333528,Wall,Fiberglass Board,0.65,3,9,7.156288,0.993
Ind-Zone-V0,1Bed,0.582,0.45,0.853562,Wall,Acoustic Plaster,0.5,3,9,7.156627,0.873
HD-Urban-V0,2Bed,0.409,0.9,0.727136,Floor,Wood Flooring on Joists,0.1,12,9,8.793319,0.421
Ind-Zone-V0,2Bed,0.552,2.7,0.538162,Floor,Thin Carpet on Wood,0.3,12,9,8.848375,0.419
HD-Urban-V0,3Bed,0.419,0.09,0.574089,Floor,Terrazzo,0.01,3,9,8.574991,0.421
MD-Urban-V2,3Bed,0.296,1.35,0.620557,Floor,Cork Floor Tiles,0.15,3,9,8.442705,0.48
Roadside-V1,3Bed,0.452,1.35,0.893342,Ceiling,Plasterboard (12mm) in Suspended Ceiling Grid,0.15,3,9,8.339233,0.421
GreenEdge-V3,1Bed,0.209,5.85,0.58595,Wall,Fiberglass Board,0.65,3,9,6.23697,0.963
HD-Urban-V0,1Bed,0.414,0.45,0.629877,Wall,Acoustic Plaster,0.5,3,9,6.792288,0.984
HD-Urban-V0,1Bed,0.425,0.45,0.455985,Wall,Gypsum Board,0.05,3,9,7.169627,0.372
Roadside-V1,1Bed,0.522,5.85,0.759616,Wall,Fiberglass Board,0.65,3,9,6.842356,0.963
Roadside-V1,1Bed,0.478,1.8,0.400094,Ceiling,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind,0.2,3,9,6.572409,0.805
HD-Urban-V1,1Bed,0.342,4.5,0.381456,Ceiling,"100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",0.5,3,0,6.087741,0.984
GreenEdge-V3,1Bed,0.231,1.71,0.426214,Ceiling,"Metal Deck (Perforated Channels, 25mm Batts)",0.19,3,0,7.038522,0.975
Roadside-V2,1Bed,0.368,1.125,0.300444,Window,Wired Glass + Wood Paneling,0.125,3,9,7.383532,0.985
Roadside-V2,1Bed,0.353,0.918,0.61898,Window,Laminated Glass + Plaster with Wallpaper Backing,0.102,3,9,6.576256,0.819
HD-Urban-V0,1Bed,0.389,4.59,0.301193,Window,Single Pane Glass + Fiberglass Board,0.51,3,9,5.808208,0.94
HD-Urban-V1,1Bed,0.3,0.162,0.391344,Window,Small Pane Glass + Painted Brick,0.018,3,9,6.642964,0.975
HD-Urban-V1,1Bed,0.324,0.306,0.436023,Window,Glass Block + Gypsum Board,0.034,3,9,6.81091,0.99
Roadside-V2,1Bed,0.414,0.45,0.40411,Door,Sliding Wood Door + Gypsum Board,0.05,6,9,5.900874,0.738
Ind-Zone-V0,1Bed,0.542,0.45,0.556585,Wall,Acoustic Plaster,0.5,3,9,7.244554,0.898
HD-Urban-V0,1Bed,0.398,2.7,0.665446,Floor,Thin Carpet on Wood,0.3,6,9,3.782629,0.868
Ind-Zone-V0,1Bed,0.533,0.09,0.375234,Floor,Terrazzo,0.01,6,9,6.986334,0.805
HD-Urban-V1,1Bed,0.341,1.35,0.44795,Floor,Cork Floor Tiles,0.15,6,9,6.357308,0.895
HD-Urban-V1,1Bed,0.355,0.27,0.297392,Floor,Vinyl Tile,0.03,6,9,2.320465,0.895
HD-Urban-V0,1Bed,0.361,0.9,0.389137,Ceiling,"Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing",0.1,6,9,0.273866,0.94
GreenEdge-V3,1Bed,0.242,1.8,0.360667,Ceiling,50mm Mineral Wool Behind 25% Open Area Perforated Steel,0.2,6,9,6.473349,0.805
Roadside-V1,1Bed,0.419,4.59,0.317734,Ceiling,Underlay in Perforated Metal Panels (25mm Batts),0.51,6,0,5.754628,0.494
GreenEdge-V3,1Bed,0.208,1.8,0.310484,Ceiling,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind,0.2,9,9,7.385167,0.398
HD-Urban-V1,1Bed,0.352,3.42,0.640735,Window,Insulated Glazing Unit + Acoustic Plaster,0.38,9,9,7.057441,0.491
HD-Urban-V0,1Bed,0.376,0.738,0.405637,Window,Double Pane Glass + Plaster on Masonry,0.082,9,9,9.230113,0.315
Ind-Zone-V0,1Bed,0.511,0.414,0.384033,Window,Large Pane Glass + Gypsum Board,0.046,9,9,8.732459,0.485
MD-Urban-V2,1Bed,0.28,4.473,0.553078,Window,Wired Glass + Fiberglass Board,0.497,9,9,12.567798,0.499
HD-Urban-V1,1Bed,0.355,0.684,0.40226,Window,Double Pane Glass + Painted Brick,0.076,9,9,10.500033,0.327
HD-Urban-V1,1Bed,0.324,0.234,0.479517,Door,Solid Wood Door + Plaster on Masonry,0.026,9,9,12.157416,0.492
GreenEdge-V3,1Bed,0.151,0.45,0.337371,Wall,Gypsum Board,0.05,3,9,4.714912,0.828
HD-Urban-V0,1Bed,0.396,5.85,0.380556,Wall,Fiberglass Board,0.65,3,9,8.933606,0.884
GreenEdge-V3,1Bed,0.266,0.45,0.722687,Wall,Acoustic Plaster,0.5,3,9,8.524454,0.998
GreenEdge-V3,1Bed,0.374,0.45,0.60693,Wall,Gypsum Board,0.05,3,9,7.310554,0.977
HD-Urban-V1,1Bed,0.341,1.35,0.47574,Floor,Cork Floor Tiles,0.15,12,9,10.516228,0.401
MD-Urban-V2,1Bed,0.273,1.35,0.471331,Floor,Cork Floor Tiles,0.15,12,9,9.463649,0.466
HD-Urban-V0,2Bed,0.443,2.25,0.97281,Floor,Thin Carpet on Concrete,0.25,3,9,9.237122,0.466
MD-Urban-V2,2Bed,0.348,2.7,0.959762,Floor,Thin Carpet on Wood,0.3,3,9,10.516228,0.444
Roadside-V1,2Bed,0.497,6.57,0.697725,Ceiling,"Metal Deck (Perforated Channels, 75mm Batts)",0.73,3,9,9.463649,0.423
HD-Urban-V1,2Bed,0.306,0.45,0.624636,Ceiling,Sprayed Cellulose Fiber (16mm on Solid Backing),0.05,3,9,9.243898,0.425
GreenEdge-V3,2Bed,0.24,1.35,1.085393,Ceiling,Plasterboard (12mm) in Suspended Ceiling Grid,0.15,3,0,9.169492,0.48
Roadside-V2,2Bed,0.395,2.16,0.710033,Ceiling,Wood Tongue-and-Groove Roof Decking,0.24,3,0,10.516228,0.353
Roadside-V2,2Bed,0.386,4.5,0.512467,Window,Frosted Glass + Fiberglass Board,0.5,3,9,12.174263,0.498
HD-Urban-V0,2Bed,0.408,3.096,0.660287,Window,Single Pane Glass + Acoustic Plaster,0.344,3,9,13.193618,0.309
HD-Urban-V1,2Bed,0.379,2.439,0.782186,Window,Glazed Ceramic Tile + Concrete Block (Coarse),0.271,6,9,9.463649,0.477
HD-Urban-V1,2Bed,0.369,0.684,0.55374,Window,Double Pane Glass + Painted Brick,0.076,6,9,10.516228,0.366
GreenEdge-V3,2Bed,0.203,0.45,0.713178,Window,Wired Glass + Gypsum Board,0.05,6,9,9.463649,0.483
HD-Urban-V0,2Bed,0.4,2.79,0.516854,Door,Double Pane Glass Door + Concrete Block (Coarse),0.31,9,9,7.383532,0.488
HD-Urban-V0,1Bed,0.366,0.45,0.382963,Wall,Gypsum Board,0.05,3,9,8.148454,0.35
Ind-Zone-V0,2Bed,0.374,0.63,0.530014,Floor,Wood Parquet,0.07,9,9,5.565208,0.421
HD-Urban-V1,2Bed,0.339,0.27,0.57879,Floor,Vinyl Tile,0.03,9,9,6.642964,0.478
HD-Urban-V1,2Bed,0.349,0.09,0.464311,Floor,Marble,0.01,9,9,7.16891,0.425
HD-Urban-V0,2Bed,0.354,0.63,0.889093,Floor,Wood Parquet,0.07,9,9,9.689363,0.976
GreenEdge-V3,2Bed,0.217,2.7,0.698987,Ceiling,"50mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",0.3,9,9,5.156464,0.805
Roadside-V1,2Bed,0.423,1.8,0.535328,Ceiling,50mm Mineral Wool Behind 25% Open Area Perforated Steel,0.2,9,9,9.245857,0.895
GreenEdge-V3,2Bed,0.19,2.7,0.662097,Ceiling,Plasterboard 10mm Thick Backed with 25mm Thick Bitumen,0.3,12,0,5.900874,0.869
HD-Urban-V1,2Bed,0.352,4.05,0.519914,Ceiling,"Gypsum Plaster Tiles, 17% Perforated, 22mm",0.45,12,0,6.291998,0.98
HD-Urban-V0,2Bed,0.397,0.27,0.727136,Window,Insulated Glazing Unit + Unpainted Brick,0.03,12,9,3.782629,0.988
Ind-Zone-V0,2Bed,0.542,1.026,0.538162,Window,Glazed Ceramic Tile + Wood Paneling,0.114,12,9,7.287334,0.99
HD-Urban-V0,3Bed,0.443,0.216,0.574089,Window,Small Pane Glass + Plaster on Masonry,0.024,3,9,6.545308,0.988
MD-Urban-V2,3Bed,0.308,0.306,0.620557,Window,Glass Block + Gypsum Board,0.034,3,9,2.126465,0.823
Roadside-V1,3Bed,0.442,2.511,0.893342,Window,Large Pane Glass + Concrete Block (Coarse),0.279,3,9,0.273866,0.988
Roadside-V2,3Bed,0.353,0.819,1.757429,Door,Steel Door with Acoustic Treatment + Plaster on Masonry,0.091,3,9,7.385167,0.988
Roadside-V1,1Bed,0.465,0.45,0.544353,Wall,Acoustic Plaster,0.5,3,9,4.714912,0.963
Ind-Zone-V0,1Bed,0.566,0.45,0.409939,Wall,Gypsum Board,0.05,6,9,5.044301,0.963
HD-Urban-V1,3Bed,0.293,0.09,0.644143,Floor,Terrazzo,0.01,3,9,8.732459,0.805
HD-Urban-V1,3Bed,0.323,0.09,0.971831,Floor,Terrazzo,0.01,3,9,12.567798,0.805
GreenEdge-V3,3Bed,0.156,2.7,0.919125,Floor,Thin Carpet on Wood,0.3,6,9,10.500033,0.908
Roadside-V2,3Bed,0.376,0.09,0.691647,Floor,Marble,0.01,6,9,12.234416,0.85
Ind-Zone-V0,3Bed,0.551,0.54,0.894721,Ceiling,"Mineral Wool Tiles, Glued/Screwed to Soffit",0.06,6,9,8.83585,0.715
Roadside-V2,3Bed,0.349,1.26,0.55137,Ceiling,"Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",0.14,6,9,9.511283,0.895
HD-Urban-V0,3Bed,0.352,0.9,0.820266,Ceiling,"Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing",0.1,6,0,8.003487,0.855
HD-Urban-V0,3Bed,0.365,2.7,0.874472,Ceiling,Plasterboard 10mm Thick Backed with 25mm Thick Bitumen,0.3,6,0,9.645989,0.998
Ind-Zone-V0,3Bed,0.538,0.162,0.535774,Window,Insulated Glazing Unit + Painted Brick,0.018,6,9,10.516228,0.987
HD-Urban-V1,3Bed,0.337,0.27,0.837088,Window,Insulated Glazing Unit + Unpainted Brick,0.03,6,9,9.463649,0.908
HD-Urban-V1,3Bed,0.39,0.909,0.665901,Window,Double Pane Glass + Gypsum Board,0.101,9,9,9.237122,0.846
HD-Urban-V0,3Bed,0.343,0.306,1.070954,Window,Glass Block + Gypsum Board,0.034,9,9,10.516228,0.758
GreenEdge-V3,3Bed,0.219,2.556,1.110345,Window,Frosted Glass + Concrete Block (Coarse),0.284,9,9,9.463649,0.993
GreenEdge-V3,3Bed,0.157,3.861,1.167137,Door,Double Pane Glass Door + Acoustic Plaster,0.429,9,9,9.169492,0.502
MD-Urban-V2,1Bed,0.296,5.85,0.942661,Wall,Fiberglass Board,0.65,3,9,8.115147,0.963
Roadside-V1,1Bed,0.465,0.45,0.645012,Wall,Gypsum Board,0.05,3,9,7.665136,0.993
Roadside-V2,1Bed,0.423,0.45,0.497286,Wall,Acoustic Plaster,0.5,6,0,7.220562,0.993
MD-Urban-V2,3Bed,0.307,1.35,0.618174,Floor,Cork Floor Tiles,0.15,12,9,9.463649,0.484
HD-Urban-V1,3Bed,0.34,0.09,0.5625,Floor,Marble,0.01,12,9,10.516228,0.487
HD-Urban-V1,3Bed,0.297,4.5,0.588546,Floor,Medium Pile Carpet,0.5,12,9,9.463649,0.467
Roadside-V1,3Bed,0.439,2.25,0.905625,Floor,Thin Carpet on Concrete,0.25,12,9,6.572409,0.218
HD-Urban-V0,3Bed,0.358,2.25,0.79703,Ceiling,"100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",0.25,12,9,6.087741,0.466
Roadside-V2,3Bed,0.362,1.26,1.215094,Ceiling,"Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",0.14,12,9,7.031522,0.476
HD-Urban-V1,3Bed,0.302,0.09,0.902523,Ceiling,"Plaster (Gypsum or Lime, on Masonry)",0.01,12,9,7.383532,0.485
HD-Urban-V1,3Bed,0.326,4.59,0.715909,Ceiling,Underlay in Perforated Metal Panels (25mm Batts),0.51,12,9,6.576256,0.489
MD-Urban-V2,3Bed,0.24,0.999,0.628497,Window,Wired Glass + Wood Paneling,0.111,12,9,5.808208,0.482
Ind-Zone-V0,3Bed,0.496,3.42,0.440559,Window,Insulated Glazing Unit + Acoustic Plaster,0.38,12,9,6.642964,0.498
Roadside-V2,3Bed,0.357,0.162,1.058824,Window,Small Pane Glass + Painted Brick,0.018,12,9,6.81091,0.484
Ind-Zone-V0,1Bed,0.566,0.09,0.577887,Wall,Painted Brick,0.01,6,9,9.032415,0.873
HD-Urban-V1,1Bed,0.336,4.14,0.476914,Wall,Concrete Block (Painted),0.46,3,9,9.212105,0.503
GreenEdge-V3,1Bed,0.265,0.45,0.516147,Wall,Gypsum Board,0.05,3,9,9.121798,0.421
Roadside-V2,1Bed,0.378,1.35,0.329545,Wall,Wood Paneling,0.15,6,9,8.502147,0.498
HD-Urban-V0,1Bed,0.384,0.36,0.32698,Wall,Plaster with Wallpaper Backing,0.04,6,9,7.647136,0.5
MD-Urban-V2,1Bed,0.353,4.419,0.509339,Door,Acoustic Door + Acoustic Plaster,0.491,3,9,1.269878,0.499
Roadside-V2,1Bed,0.421,0.36,0.425089,Wall,Plaster with Wallpaper Backing,0.04,3,9,8.324183,0.419
Roadside-V2,1Bed,0.367,0.45,0.444038,Wall,Gypsum Board,0.05,3,9,8.24642,0.421
GreenEdge-V3,1Bed,0.216,2.7,0.281696,Floor,Thin Carpet on Wood,0.3,3,9,3.116381,0.495
Roadside-V2,1Bed,0.377,2.25,0.66361,Floor,Thin Carpet on Concrete,0.25,3,9,7.754969,0.479
Roadside-V2,1Bed,0.424,0.63,0.378463,Floor,Wood Parquet,0.07,3,9,6.439524,0.465
HD-Urban-V0,1Bed,0.406,0.27,0.363102,Floor,Vinyl Tile,0.03,3,9,7.440681,0.309
HD-Urban-V1,1Bed,0.332,4.59,0.528564,Ceiling,Underlay in Perforated Metal Panels (25mm Batts),0.51,3,9,4.721044,0.489
HD-Urban-V1,1Bed,0.321,6.57,0.483591,Ceiling,"Metal Deck (Perforated Channels, 75mm Batts)",0.73,3,9,6.65976,0.415
GreenEdge-V3,1Bed,0.217,1.35,0.806524,Ceiling,Plasterboard (12mm) in Suspended Ceiling Grid,0.15,3,0,5.576963,0.42
Roadside-V2,1Bed,0.411,0.45,0.434449,Ceiling,Sprayed Cellulose Fiber (16mm on Solid Backing),0.05,3,0,8.279808,0.471
Ind-Zone-V0,1Bed,0.589,1.026,0.545885,Window,Glazed Ceramic Tile + Wood Paneling,0.114,3,9,6.370456,0.46
Roadside-V2,1Bed,0.396,4.275,0.618576,Window,Laminated Glass + Fiberglass Board,0.475,6,9,3.202635,0.315
HD-Urban-V0,1Bed,0.36,0.27,1.248341,Window,Small Pane Glass + Unpainted Brick,0.03,6,9,6.818726,0.978
HD-Urban-V0,1Bed,0.393,0.306,0.386641,Window,Large Pane Glass + Unpainted Brick,0.034,6,9,7.34998,0.896
Ind-Zone-V0,1Bed,0.51,2.61,0.671449,Window,Double Pane Glass + Concrete Block (Coarse),0.29,6,9,5.95039,0.985
HD-Urban-V0,1Bed,0.384,5.562,0.416114,Door,Acoustic Door + Fiberglass Board,0.618,9,9,6.168973,0.805
HD-Urban-V0,1Bed,0.408,0.45,0.578233,Wall,Acoustic Plaster,0.5,6,9,8.836105,0.495
Ind-Zone-V0,1Bed,0.571,0.45,0.416657,Wall,Gypsum Board,0.05,6,9,8.745798,0.479
GreenEdge-V3,1Bed,0.156,0.9,0.397783,Floor,Wood Flooring on Joists,0.1,9,9,12.610713,0.917
HD-Urban-V1,1Bed,0.328,0.63,0.486513,Floor,Wood Parquet,0.07,9,9,12.655987,0.985
HD-Urban-V0,1Bed,0.423,4.5,0.368925,Floor,Medium Pile Carpet,0.5,9,9,10.815969,0.975
Ind-Zone-V0,1Bed,0.538,0.09,0.606158,Floor,Marble,0.01,9,9,9.189016,0.994
MD-Urban-V2,1Bed,0.285,0.9,0.405802,Ceiling,Sprayed Cellulose Fiber (32mm on Solid Backing),0.1,9,9,8.932948,0.978
HD-Urban-V1,1Bed,0.363,2.25,0.317416,Ceiling,"Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass",0.25,9,9,7.770807,0.986
HD-Urban-V1,1Bed,0.316,1.8,0.395342,Ceiling,"Plaster Decorative Panels, Ceilings",0.2,9,9,7.448414,0.996
Roadside-V1,1Bed,0.445,1.26,0.356274,Ceiling,"Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",0.14,9,9,6.395835,0.922
HD-Urban-V0,1Bed,0.382,0.927,0.40343,Window,Insulated Glazing Unit + Wood Paneling,0.103,9,9,6.169308,0.981
HD-Urban-V0,2Bed,0.419,0.729,0.598513,Window,Laminated Glass + Plaster with Wallpaper Backing,0.081,3,9,7.448414,0.823
MD-Urban-V2,2Bed,0.353,0.621,0.42602,Window,Single Pane Glass + Gypsum Board,0.069,3,9,6.395835,0.993
Roadside-V1,2Bed,0.48,0.144,0.654028,Window,Glazed Ceramic Tile + Plaster on Masonry,0.016,3,9,6.176084,0.993
HD-Urban-V1,2Bed,0.307,0.45,0.671533,Window,Wired Glass + Gypsum Board,0.05,3,9,6.101678,0.805
Roadside-V2,2Bed,0.422,0.558,0.807018,Door,Fire-Rated Door with Mineral Core + Painted Brick,0.062,6,9,9.106449,0.975
HD-Urban-V0,1Bed,0.381,1.35,0.312999,Wall,Wood Paneling,0.15,3,9,9.071104,0.398
HD-Urban-V1,1Bed,0.3,0.45,0.892177,Wall,Acoustic Plaster,0.5,3,9,9.311779,0.491
HD-Urban-V0,1Bed,0.265,0.27,0.382963,Wall,Unpainted Brick,0.03,9,9,6.097842,0.715
HD-Urban-V1,2Bed,0.378,0.09,0.530014,Floor,Marble,0.01,6,9,6.395835,0.975
GreenEdge-V3,2Bed,0.384,0.9,0.829541,Floor,Wood Flooring on Joists,0.1,6,9,6.06579,0.99
Roadside-V2,2Bed,0.421,4.5,0.535032,Floor,Medium Pile Carpet,0.5,6,9,3.893931,0.989
Ind-Zone-V0,2Bed,0.566,0.09,1.077524,Floor,Terrazzo,0.01,6,9,7.618751,0.837
Roadside-V2,2Bed,0.378,1.26,0.604884,Ceiling,"Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",0.14,6,9,7.668323,0.988
HD-Urban-V0,2Bed,0.402,4.05,0.624233,Ceiling,"12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void",0.45,6,9,1.269878,0.738
HD-Urban-V0,2Bed,0.416,0.54,0.820731,Ceiling,"Mineral Wool Tiles, Glued/Screwed to Soffit",0.06,6,9,8.784418,0.868
Ind-Zone-V0,2Bed,0.552,1.8,0.799007,Ceiling,"Plaster Decorative Panels, Ceilings",0.2,6,9,6.959028,0.868
HD-Urban-V1,2Bed,0.351,0.495,0.55919,Window,Single Pane Glass + Plaster with Wallpaper Backing,0.055,6,9,3.125381,0.805
HD-Urban-V1,2Bed,0.374,2.124,0.846997,Window,Large Pane Glass + Concrete Block (Coarse),0.236,6,9,7.754969,0.895
HD-Urban-V0,2Bed,0.398,1.071,0.779976,Window,Insulated Glazing Unit + Wood Paneling,0.119,6,9,6.439524,0.895
GreenEdge-V3,2Bed,0.272,3.609,0.666667,Window,Glass Block + Fiberglass Board,0.401,6,9,7.472681,0.94
Roadside-V1,2Bed,0.476,3.681,1.082353,Window,Insulated Glazing Unit + Fiberglass Board,0.409,6,9,4.721044,0.805
Ind-Zone-V0,2Bed,0.538,5.238,0.621622,Door,Laminated Glass Door + Fiberglass Board,0.582,9,9,6.159456,0.316
HD-Urban-V1,2Bed,0.378,0.09,0.530014,Floor,Marble,0.01,9,9,6.818726,0.498
HD-Urban-V1,2Bed,0.384,2.25,0.541025,Floor,Thin Carpet on Concrete,0.25,9,9,7.34998,0.327
Roadside-V1,2Bed,0.421,0.63,0.775904,Floor,Wood Parquet,0.07,9,9,5.84939,0.493
HD-Urban-V0,2Bed,0.342,1.35,0.528736,Floor,Cork Floor Tiles,0.15,9,9,8.595572,0.493
Roadside-V2,2Bed,0.382,2.16,0.918688,Ceiling,Wood Tongue-and-Groove Roof Decking,0.24,9,9,7.893912,0.486
HD-Urban-V1,2Bed,0.319,0.45,0.576889,Ceiling,Sprayed Cellulose Fiber (16mm on Solid Backing),0.05,9,9,6.168973,0.306
HD-Urban-V0,3Bed,0.362,1.35,1.008351,Ceiling,Plasterboard (12mm) in Suspended Ceiling Grid,0.15,3,9,7.941911,0.309
MD-Urban-V2,3Bed,0.289,3.6,0.811537,Ceiling,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens,0.4,3,9,11.256755,0.4
Roadside-V1,3Bed,0.44,0.81,0.703911,Window,Laminated Glass + Plaster on Masonry,0.09,3,9,12.610713,0.467
HD-Urban-V1,3Bed,0.336,0.153,0.741177,Window,Glazed Ceramic Tile + Plaster on Masonry,0.017,3,9,13.162987,0.466
GreenEdge-V3,3Bed,0.242,3.609,1.073731,Window,Glass Block + Fiberglass Board,0.401,3,9,10.815969,0.444
Roadside-V2,3Bed,0.352,0.756,0.661644,Window,Laminated Glass + Painted Brick,0.084,3,9,9.316016,0.423
Roadside-V2,3Bed,0.361,2.439,0.600746,Window,Glazed Ceramic Tile + Concrete Block (Coarse),0.271,3,9,8.932948,0.425
HD-Urban-V1,3Bed,0.35,2.817,0.817489,Door,Sliding Wood Door + Concrete Block (Coarse),0.313,3,9,7.448414,0.354
HD-Urban-V0,1Bed,0.265,0.09,0.382963,Wall,Painted Brick,0.01,3,9,8.62242,0.485
HD-Urban-V0,1Bed,0.378,0.45,0.530014,Wall,Gypsum Board,0.05,3,9,9.212105,0.481
GreenEdge-V3,1Bed,0.384,0.09,0.362562,Wall,Painted Brick,0.01,3,0,8.686734,0.805
Ind-Zone-V0,3Bed,0.421,0.63,0.573521,Floor,Wood Parquet,0.07,6,9,6.395835,0.365
Roadside-V2,3Bed,0.362,4.5,0.802993,Floor,Medium Pile Carpet,0.5,6,0,6.176084,0.484
HD-Urban-V0,3Bed,0.354,2.25,0.83733,Floor,Thin Carpet on Concrete,0.25,6,0,6.101678,0.498
HD-Urban-V0,3Bed,0.4,4.5,0.63096,Floor,Thick Pile Carpet,0.5,6,9,7.448414,0.466
Ind-Zone-V0,3Bed,0.522,3.78,0.878714,Ceiling,"Mineral Wool Tiles, 180mm Airspace",0.42,6,9,9.106449,0.24
HD-Urban-V1,3Bed,0.314,4.5,0.814961,Ceiling,"100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity",0.5,6,9,10.125804,0.488
HD-Urban-V1,3Bed,0.332,6.57,0.90761,Ceiling,"Metal Deck (Perforated Channels, 75mm Batts)",0.73,6,9,6.395835,0.309
HD-Urban-V0,3Bed,0.384,1.35,0.683975,Ceiling,"75mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",0.15,9,9,7.448414,0.421
GreenEdge-V3,3Bed,0.218,2.124,1.433944,Window,Large Pane Glass + Concrete Block (Coarse),0.236,9,9,6.395835,0.478
Roadside-V1,3Bed,0.417,0.36,0.943974,Window,Single Pane Glass + Plaster on Masonry,0.04,9,9,6.06579,0.426
GreenEdge-V3,3Bed,0.14,0.792,0.973463,Window,Double Pane Glass + Unpainted Brick,0.088,9,9,3.893931,0.976
HD-Urban-V1,3Bed,0.354,2.781,0.857397,Window,Glazed Ceramic Tile + Acoustic Plaster,0.309,9,9,7.752751,0.805
HD-Urban-V0,3Bed,0.395,1.233,0.742886,Window,Single Pane Glass + Wood Paneling,0.137,9,9,7.668323,0.895
HD-Urban-V1,3Bed,0.378,0.747,0.677578,Door,Steel Door with Acoustic Treatment + Painted Brick,0.083,9,9,6.959028,0.988
Roadside-V2,1Bed,0.377,0.27,0.878389,Wall,Unpainted Brick,0.03,3,9,8.579868,0.85
Roadside-V2,1Bed,0.367,0.45,0.332265,Wall,Acoustic Plaster,0.5,3,9,8.520542,0.491
Roadside-V1,1Bed,0.522,1.35,0.526261,Floor,Cork Floor Tiles,0.15,3,9,6.439524,0.823
HD-Urban-V1,1Bed,0.345,0.27,0.474566,Floor,Vinyl Tile,0.03,3,9,7.440681,0.988
GreenEdge-V3,1Bed,0.216,4.5,0.335958,Floor,Thick Pile Carpet,0.5,3,9,4.721044,0.993
Roadside-V2,1Bed,0.377,0.09,0.370908,Floor,Marble,0.01,3,9,6.65976,0.988
Roadside-V2,1Bed,0.424,4.05,0.331463,Ceiling,"12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void",0.45,3,9,5.576963,0.988
HD-Urban-V0,1Bed,0.406,0.9,0.347935,Ceiling,"Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing",0.1,3,9,8.279808,0.985
