zone_string,apartment_type_string,floor_height_m,laeq_db,period,total_surface_sqm,element_materials_string,absorption_coefficient_by_area_m,rt60_s,n._of_sound_sources_int,average_sound_source_distance_m,spl_db,barrier_distance_m,barrier_height_m,spl_after_barrier_db,spl_after_façade_dampening_db,comfort_index_float,wall_material,window_material,door_material,floor_material,ceiling_material,element_materials_string_raw,Window_Material,Wall_Material,Door_Material,Floor_Material,Ceiling_Material
Roadside-V1,1Bed,3,53.49,day,99,"Window: Laminated Glass and Wood Paneling; Window: Small Pane Glass and Wood Paneling; Window: Laminated Glass and Unpainted Brick; Door: Laminated Glass Door and Painted Brick; Wall: Fiberglass Board; Wall: Acoustic Plaster; Wall: Wood Paneling; Floor: Wood Flooring on Joists; Floor: Vinyl Tile; Ceiling: Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool; Ceiling: 100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",0.54437,0.389609,3,7.501933,34.272163,0.8,0,34.272163,22.283983,0.636,Fiberglass Board,Laminated Glass and Wood Paneling,Laminated Glass Door and Painted Brick,Wood Flooring on Joists,"Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool","Window: Laminated Glass and Wood Paneling; Window: Small Pane Glass and Wood Paneling; Window: Laminated Glass and Unpainted Brick; Door: Laminated Glass Door and Painted Brick; Wall: Fiberglass Board; Wall: Acoustic Plaster; Wall: Wood Paneling; Floor: Wood Flooring on Joists; Floor: Vinyl Tile; Ceiling: Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool; Ceiling: 100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",Laminated Glass and Wood Paneling,Fiberglass Board,Laminated Glass Door and Painted Brick,Wood Flooring on Joists,"Plywood, 5mm, on Battens with 50mm Airspace Filled with Glass Wool"
GreenEdge-V3,1Bed,3,24.17,night,90,"Window: Single Pane Glass and Acoustic Plaster; Window: Glass Block and Unpainted Brick; Door: Laminated Glass Door and Plaster on Masonry; Wall: Acoustic Plaster; Wall: Wood Paneling; Wall: Concrete Block (Coarse); Floor: Thin Carpet on Wood; Floor: Thin Carpet on Concrete; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens; Ceiling: Mineral Wool Tiles, Glued/Screwed to Soffit",0.528937,0.396646,2,17.34355,26.200629,0.8,0,26.200629,10.857717,0.954,Acoustic Plaster,Single Pane Glass and Acoustic Plaster,Laminated Glass Door and Plaster on Masonry,Thin Carpet on Wood,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens,"Window: Single Pane Glass and Acoustic Plaster; Window: Glass Block and Unpainted Brick; Door: Laminated Glass Door and Plaster on Masonry; Wall: Acoustic Plaster; Wall: Wood Paneling; Wall: Concrete Block (Coarse); Floor: Thin Carpet on Wood; Floor: Thin Carpet on Concrete; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens; Ceiling: Mineral Wool Tiles, Glued/Screwed to Soffit",Single Pane Glass and Acoustic Plaster,Acoustic Plaster,Laminated Glass Door and Plaster on Masonry,Thin Carpet on Wood,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens
HD-Urban-V0,1Bed,3,58.93,day,99,"Window: Glazed Ceramic Tile and Wood Paneling; Window: Small Pane Glass and Wood Paneling; Door: Fire-Rated Door with Mineral Core and Wood Paneling; Wall: Gypsum Board; Wall: Concrete Block (Painted); Wall: Concrete Block (Coarse); Wall: Wood Paneling; Floor: Vinyl Tile; Floor: Marble; Ceiling: 0.8mm Perforated Metal Tiles with 25mm Thick Resin-Bonded Fibreglass Slab; Ceiling: Plywood, 12mm, with 30mm Thick Fibreglass Backing Between 30mm Battens",0.366538,0.489726,2,5.122148,37.125809,0.8,0,37.125809,27.993335,0.551,Gypsum Board,Glazed Ceramic Tile and Wood Paneling,Fire-Rated Door with Mineral Core and Wood Paneling,Vinyl Tile,0.8mm Perforated Metal Tiles with 25mm Thick Resin-Bonded Fibreglass Slab,"Window: Glazed Ceramic Tile and Wood Paneling; Window: Small Pane Glass and Wood Paneling; Door: Fire-Rated Door with Mineral Core and Wood Paneling; Wall: Gypsum Board; Wall: Concrete Block (Painted); Wall: Concrete Block (Coarse); Wall: Wood Paneling; Floor: Vinyl Tile; Floor: Marble; Ceiling: 0.8mm Perforated Metal Tiles with 25mm Thick Resin-Bonded Fibreglass Slab; Ceiling: Plywood, 12mm, with 30mm Thick Fibreglass Backing Between 30mm Battens",Glazed Ceramic Tile and Wood Paneling,Gypsum Board,Fire-Rated Door with Mineral Core and Wood Paneling,Vinyl Tile,0.8mm Perforated Metal Tiles with 25mm Thick Resin-Bonded Fibreglass Slab
Roadside-V1,1Bed,3,36.53,night,90,"Window: Small Pane Glass and Plaster with Wallpaper Backing; Window: Glazed Ceramic Tile and Plaster on Masonry; Door: Laminated Glass Door and Acoustic Plaster; Wall: Unpainted Brick; Wall: Unpainted Brick; Wall: Plaster with Wallpaper Backing; Floor: Vinyl Tile; Floor: Terrazzo; Ceiling: Sprayed Cellulose Fiber (25mm on Solid Backing); Ceiling: Plaster Decorative Panels, Ceilings",0.0,1.041197,2,16.53031,26.996515,0.8,0,26.996515,12.820133,0.608,Unpainted Brick,Small Pane Glass and Plaster with Wallpaper Backing,Laminated Glass Door and Acoustic Plaster,Vinyl Tile,Sprayed Cellulose Fiber (25mm on Solid Backing),"Window: Small Pane Glass and Plaster with Wallpaper Backing; Window: Glazed Ceramic Tile and Plaster on Masonry; Door: Laminated Glass Door and Acoustic Plaster; Wall: Unpainted Brick; Wall: Unpainted Brick; Wall: Plaster with Wallpaper Backing; Floor: Vinyl Tile; Floor: Terrazzo; Ceiling: Sprayed Cellulose Fiber (25mm on Solid Backing); Ceiling: Plaster Decorative Panels, Ceilings",Small Pane Glass and Plaster with Wallpaper Backing,Unpainted Brick,Laminated Glass Door and Acoustic Plaster,Vinyl Tile,Sprayed Cellulose Fiber (25mm on Solid Backing)
GreenEdge-V3,1Bed,3,21.45,night,99,"Window: Large Pane Glass and Acoustic Plaster; Window: Laminated Glass and Plaster on Masonry; Window: Wired Glass and Concrete Block (Painted); Door: Double Pane Glass Door and Unpainted Brick; Wall: Unpainted Brick; Wall: Painted Brick; Wall: Unpainted Brick; Floor: Terrazzo; Floor: Terrazzo; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",0.201684,0.642868,3,7.501933,34.272163,0.8,0,34.272163,30.878194,0.903,Unpainted Brick,Large Pane Glass and Acoustic Plaster,Double Pane Glass Door and Unpainted Brick,Terrazzo,"100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity","Window: Large Pane Glass and Acoustic Plaster; Window: Laminated Glass and Plaster on Masonry; Window: Wired Glass and Concrete Block (Painted); Door: Double Pane Glass Door and Unpainted Brick; Wall: Unpainted Brick; Wall: Painted Brick; Wall: Unpainted Brick; Floor: Terrazzo; Floor: Terrazzo; Ceiling: 100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",Large Pane Glass and Acoustic Plaster,Unpainted Brick,Double Pane Glass Door and Unpainted Brick,Terrazzo,"100mm Woodwool Slabs on 25mm Cavity, Pre-Screeded Surface Facing Cavity"
HD-Urban-V0,1Bed,3,22.07,night,99,"Window: Frosted Glass and Painted Brick; Window: Large Pane Glass and Acoustic Plaster; Window: Glass Block and Wood Paneling; Door: Laminated Glass Door and Fiberglass Board; Wall: Plaster with Wallpaper Backing; Wall: Fiberglass Board; Wall: Painted Brick; Floor: Wood Parquet; Floor: Wood Parquet; Ceiling: Plaster (Gypsum or Lime, on Masonry); Ceiling: Sprayed Cellulose Fiber (16mm on Solid Backing)",0.378814,0.48119,3,5.425665,37.092948,0.8,0,37.092948,28.174145,0.951,Plaster with Wallpaper Backing,Frosted Glass and Painted Brick,Laminated Glass Door and Fiberglass Board,Wood Parquet,"Plaster (Gypsum or Lime, on Masonry)","Window: Frosted Glass and Painted Brick; Window: Large Pane Glass and Acoustic Plaster; Window: Glass Block and Wood Paneling; Door: Laminated Glass Door and Fiberglass Board; Wall: Plaster with Wallpaper Backing; Wall: Fiberglass Board; Wall: Painted Brick; Floor: Wood Parquet; Floor: Wood Parquet; Ceiling: Plaster (Gypsum or Lime, on Masonry); Ceiling: Sprayed Cellulose Fiber (16mm on Solid Backing)",Frosted Glass and Painted Brick,Plaster with Wallpaper Backing,Laminated Glass Door and Fiberglass Board,Wood Parquet,"Plaster (Gypsum or Lime, on Masonry)"
Roadside-V1,1Bed,6,53.65,day,90,"Window: Small Pane Glass and Plaster with Wallpaper Backing; Window: Small Pane Glass and Unpainted Brick; Door: Fire-Rated Door with Mineral Core and Concrete Block (Coarse); Wall: Wood Paneling; Wall: Unpainted Brick; Wall: Painted Brick; Floor: Wood Parquet; Floor: Vinyl Tile; Ceiling: Plywood, 12mm, with 30mm Thick Fibreglass Backing Between 30mm Battens; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind",0.135391,0.735335,2,9.773818,31.945176,0.8,0,31.945176,18.617886,0.526,Wood Paneling,Small Pane Glass and Plaster with Wallpaper Backing,Fire-Rated Door with Mineral Core and Concrete Block (Coarse),Wood Parquet,"Plywood, 12mm, with 30mm Thick Fibreglass Backing Between 30mm Battens","Window: Small Pane Glass and Plaster with Wallpaper Backing; Window: Small Pane Glass and Unpainted Brick; Door: Fire-Rated Door with Mineral Core and Concrete Block (Coarse); Wall: Wood Paneling; Wall: Unpainted Brick; Wall: Painted Brick; Floor: Wood Parquet; Floor: Vinyl Tile; Ceiling: Plywood, 12mm, with 30mm Thick Fibreglass Backing Between 30mm Battens; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind",Small Pane Glass and Plaster with Wallpaper Backing,Wood Paneling,Fire-Rated Door with Mineral Core and Concrete Block (Coarse),Wood Parquet,"Plywood, 12mm, with 30mm Thick Fibreglass Backing Between 30mm Battens"
GreenEdge-V3,1Bed,6,49.46,day,99,"Window: Large Pane Glass and Gypsum Board; Window: Glazed Ceramic Tile and Plaster with Wallpaper Backing; Door: Sliding Wood Door and Plaster with Wallpaper Backing; Wall: Unpainted Brick; Wall: Wood Paneling; Wall: Wood Paneling; Wall: Unpainted Brick; Floor: Cork Floor Tiles; Floor: Thin Carpet on Concrete; Ceiling: Gypsum Plaster Tiles, 17% Perforated, 22mm; Ceiling: Mineral Wool Tiles, Glued/Screwed to Soffit",0.162399,0.69463,2,9.276858,31.966834,0.8,0,31.966834,18.70796,0.585,Unpainted Brick,Large Pane Glass and Gypsum Board,Sliding Wood Door and Plaster with Wallpaper Backing,Cork Floor Tiles,"Gypsum Plaster Tiles, 17% Perforated, 22mm","Window: Large Pane Glass and Gypsum Board; Window: Glazed Ceramic Tile and Plaster with Wallpaper Backing; Door: Sliding Wood Door and Plaster with Wallpaper Backing; Wall: Unpainted Brick; Wall: Wood Paneling; Wall: Wood Paneling; Wall: Unpainted Brick; Floor: Cork Floor Tiles; Floor: Thin Carpet on Concrete; Ceiling: Gypsum Plaster Tiles, 17% Perforated, 22mm; Ceiling: Mineral Wool Tiles, Glued/Screwed to Soffit",Large Pane Glass and Gypsum Board,Unpainted Brick,Sliding Wood Door and Plaster with Wallpaper Backing,Cork Floor Tiles,"Gypsum Plaster Tiles, 17% Perforated, 22mm"
HD-Urban-V0,1Bed,6,11.58,night,99,Window: Frosted Glass and Unpainted Brick; Window: Glass Block and Concrete Block (Coarse); Door: Steel Door with Acoustic Treatment and Unpainted Brick; Wall: Plaster with Wallpaper Backing; Wall: Painted Brick; Wall: Unpainted Brick; Wall: Acoustic Plaster; Floor: Medium Pile Carpet; Floor: Vinyl Tile; Ceiling: Plasterboard 10mm Thick Backed with 25mm Thick Bitumen; Ceiling: 0.8mm Unperforated Metal Panels Backed with 25mm Thick Resin Bonded Fibreglass,0.487899,0.416658,2,7.877823,33.386727,0.8,0,33.386727,27.02963,0.994,Plaster with Wallpaper Backing,Frosted Glass and Unpainted Brick,Steel Door with Acoustic Treatment and Unpainted Brick,Medium Pile Carpet,Plasterboard 10mm Thick Backed with 25mm Thick Bitumen,Window: Frosted Glass and Unpainted Brick; Window: Glass Block and Concrete Block (Coarse); Door: Steel Door with Acoustic Treatment and Unpainted Brick; Wall: Plaster with Wallpaper Backing; Wall: Painted Brick; Wall: Unpainted Brick; Wall: Acoustic Plaster; Floor: Medium Pile Carpet; Floor: Vinyl Tile; Ceiling: Plasterboard 10mm Thick Backed with 25mm Thick Bitumen; Ceiling: 0.8mm Unperforated Metal Panels Backed with 25mm Thick Resin Bonded Fibreglass,Frosted Glass and Unpainted Brick,Plaster with Wallpaper Backing,Steel Door with Acoustic Treatment and Unpainted Brick,Medium Pile Carpet,Plasterboard 10mm Thick Backed with 25mm Thick Bitumen
Roadside-V1,1Bed,6,47.44,night,90,Window: Single Pane Glass and Concrete Block (Coarse); Door: Sliding Wood Door and Plaster on Masonry; Wall: Plaster with Wallpaper Backing; Wall: Painted Brick; Wall: Painted Brick; Wall: Concrete Block (Painted); Floor: Wood Parquet; Floor: Marble; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind; Ceiling: Plasterboard 10mm Thick Backed with 25mm Thick Bitumen,0.159944,0.698143,1,19.045705,25.718911,0.8,0,25.718911,21.508806,0.605,Plaster with Wallpaper Backing,Single Pane Glass and Concrete Block (Coarse),Sliding Wood Door and Plaster on Masonry,Wood Parquet,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind,Window: Single Pane Glass and Concrete Block (Coarse); Door: Sliding Wood Door and Plaster on Masonry; Wall: Plaster with Wallpaper Backing; Wall: Painted Brick; Wall: Painted Brick; Wall: Concrete Block (Painted); Floor: Wood Parquet; Floor: Marble; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind; Ceiling: Plasterboard 10mm Thick Backed with 25mm Thick Bitumen,Single Pane Glass and Concrete Block (Coarse),Plaster with Wallpaper Backing,Sliding Wood Door and Plaster on Masonry,Wood Parquet,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Deep Air Space Behind
GreenEdge-V3,1Bed,6,28.66,night,90,"Window: Glazed Ceramic Tile and Concrete Block (Coarse); Window: Wired Glass and Concrete Block (Coarse); Door: Plywood Door and Painted Brick; Wall: Wood Paneling; Wall: Plaster with Wallpaper Backing; Wall: Plaster on Masonry; Floor: Wood Parquet; Floor: Thin Carpet on Concrete; Ceiling: Hardboard, 25% Perforated Over 50mm Mineral Wool; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",0.189758,0.657747,2,8.195932,33.369819,0.8,0,33.369819,29.234424,0.821,Wood Paneling,Glazed Ceramic Tile and Concrete Block (Coarse),Plywood Door and Painted Brick,Wood Parquet,"Hardboard, 25% Perforated Over 50mm Mineral Wool","Window: Glazed Ceramic Tile and Concrete Block (Coarse); Window: Wired Glass and Concrete Block (Coarse); Door: Plywood Door and Painted Brick; Wall: Wood Paneling; Wall: Plaster with Wallpaper Backing; Wall: Plaster on Masonry; Floor: Wood Parquet; Floor: Thin Carpet on Concrete; Ceiling: Hardboard, 25% Perforated Over 50mm Mineral Wool; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",Glazed Ceramic Tile and Concrete Block (Coarse),Wood Paneling,Plywood Door and Painted Brick,Wood Parquet,"Hardboard, 25% Perforated Over 50mm Mineral Wool"
HD-Urban-V0,1Bed,6,36.15,day,99,Window: Glass Block and Plaster on Masonry; Window: Laminated Glass and Unpainted Brick; Door: Steel Door with Acoustic Treatment and Gypsum Board; Wall: Acoustic Plaster; Wall: Plaster on Masonry; Wall: Gypsum Board; Wall: Unpainted Brick; Floor: Wood Parquet; Floor: Cork Floor Tiles; Ceiling: Sprayed Cellulose Fiber (16mm on Solid Backing); Ceiling: Sprayed Cellulose Fiber (75mm on Solid Backing),0.29779,0.543742,2,19.027877,25.727045,0.8,0,25.727045,14.840729,0.778,Acoustic Plaster,Glass Block and Plaster on Masonry,Steel Door with Acoustic Treatment and Gypsum Board,Wood Parquet,Sprayed Cellulose Fiber (16mm on Solid Backing),Window: Glass Block and Plaster on Masonry; Window: Laminated Glass and Unpainted Brick; Door: Steel Door with Acoustic Treatment and Gypsum Board; Wall: Acoustic Plaster; Wall: Plaster on Masonry; Wall: Gypsum Board; Wall: Unpainted Brick; Floor: Wood Parquet; Floor: Cork Floor Tiles; Ceiling: Sprayed Cellulose Fiber (16mm on Solid Backing); Ceiling: Sprayed Cellulose Fiber (75mm on Solid Backing),Glass Block and Plaster on Masonry,Acoustic Plaster,Steel Door with Acoustic Treatment and Gypsum Board,Wood Parquet,Sprayed Cellulose Fiber (16mm on Solid Backing)
Roadside-V1,1Bed,6,53.87,day,90,"Window: Glass Block and Concrete Block (Coarse); Door: Acoustic Door and Fiberglass Board; Wall: Plaster with Wallpaper Backing; Wall: Concrete Block (Painted); Wall: Concrete Block (Coarse); Wall: Fiberglass Board; Floor: Vinyl Tile; Floor: Wood Flooring on Joists; Ceiling: Plywood, 12mm, with 30mm Thick Fibreglass Backing Between 30mm Battens; Ceiling: Plywood, 12mm, with 30mm Thick Fibreglass Backing Between 30mm Battens",0.842161,0.290246,1,9.276858,31.966834,0.8,0,31.966834,24.141647,0.599,Plaster with Wallpaper Backing,Glass Block and Concrete Block (Coarse),Acoustic Door and Fiberglass Board,Vinyl Tile,"Plywood, 12mm, with 30mm Thick Fibreglass Backing Between 30mm Battens","Window: Glass Block and Concrete Block (Coarse); Door: Acoustic Door and Fiberglass Board; Wall: Plaster with Wallpaper Backing; Wall: Concrete Block (Painted); Wall: Concrete Block (Coarse); Wall: Fiberglass Board; Floor: Vinyl Tile; Floor: Wood Flooring on Joists; Ceiling: Plywood, 12mm, with 30mm Thick Fibreglass Backing Between 30mm Battens; Ceiling: Plywood, 12mm, with 30mm Thick Fibreglass Backing Between 30mm Battens",Glass Block and Concrete Block (Coarse),Plaster with Wallpaper Backing,Acoustic Door and Fiberglass Board,Vinyl Tile,"Plywood, 12mm, with 30mm Thick Fibreglass Backing Between 30mm Battens"
GreenEdge-V3,1Bed,6,47.11,day,90,"Window: Wired Glass and Concrete Block (Coarse); Door: Hollow-Core Wood Door and Concrete Block (Coarse); Wall: Unpainted Brick; Wall: Wood Paneling; Wall: Concrete Block (Coarse); Wall: Concrete Block (Painted); Floor: Thin Carpet on Concrete; Floor: Terrazzo; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens; Ceiling: Mineral Wool Tiles, 180mm Airspace",0.617678,0.359327,1,19.027877,25.727045,0.8,0,25.727045,18.986459,0.694,Unpainted Brick,Wired Glass and Concrete Block (Coarse),Hollow-Core Wood Door and Concrete Block (Coarse),Thin Carpet on Concrete,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens,"Window: Wired Glass and Concrete Block (Coarse); Door: Hollow-Core Wood Door and Concrete Block (Coarse); Wall: Unpainted Brick; Wall: Wood Paneling; Wall: Concrete Block (Coarse); Wall: Concrete Block (Painted); Floor: Thin Carpet on Concrete; Floor: Terrazzo; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens; Ceiling: Mineral Wool Tiles, 180mm Airspace",Wired Glass and Concrete Block (Coarse),Unpainted Brick,Hollow-Core Wood Door and Concrete Block (Coarse),Thin Carpet on Concrete,Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens
HD-Urban-V0,1Bed,6,44.5,day,99,"Window: Frosted Glass and Plaster with Wallpaper Backing; Window: Small Pane Glass and Plaster on Masonry; Door: Fire-Rated Door with Mineral Core and Concrete Block (Painted); Wall: Concrete Block (Coarse); Wall: Concrete Block (Painted); Wall: Plaster on Masonry; Wall: Concrete Block (Painted); Floor: Vinyl Tile; Floor: Vinyl Tile; Ceiling: Perforated Underside of Structural Steel Decking; Ceiling: Plaster (Gypsum or Lime, on Masonry)",0.439495,0.443022,2,9.276858,31.966834,0.8,0,31.966834,15.37659,0.722,Concrete Block (Coarse),Frosted Glass and Plaster with Wallpaper Backing,Fire-Rated Door with Mineral Core and Concrete Block (Painted),Vinyl Tile,Perforated Underside of Structural Steel Decking,"Window: Frosted Glass and Plaster with Wallpaper Backing; Window: Small Pane Glass and Plaster on Masonry; Door: Fire-Rated Door with Mineral Core and Concrete Block (Painted); Wall: Concrete Block (Coarse); Wall: Concrete Block (Painted); Wall: Plaster on Masonry; Wall: Concrete Block (Painted); Floor: Vinyl Tile; Floor: Vinyl Tile; Ceiling: Perforated Underside of Structural Steel Decking; Ceiling: Plaster (Gypsum or Lime, on Masonry)",Frosted Glass and Plaster with Wallpaper Backing,Concrete Block (Coarse),Fire-Rated Door with Mineral Core and Concrete Block (Painted),Vinyl Tile,Perforated Underside of Structural Steel Decking
Roadside-V1,1Bed,6,44.54,night,90,"Window: Double Pane Glass and Painted Brick; Door: Plywood Door and Wood Paneling; Wall: Concrete Block (Coarse); Wall: Unpainted Brick; Wall: Plaster on Masonry; Wall: Gypsum Board; Floor: Marble; Floor: Marble; Ceiling: 50mm Mineral Wool Behind 25% Open Area Perforated Steel; Ceiling: Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass",0.069099,0.858871,1,14.834269,27.889529,0.8,0,27.889529,17.689021,0.583,Concrete Block (Coarse),Double Pane Glass and Painted Brick,Plywood Door and Wood Paneling,Marble,50mm Mineral Wool Behind 25% Open Area Perforated Steel,"Window: Double Pane Glass and Painted Brick; Door: Plywood Door and Wood Paneling; Wall: Concrete Block (Coarse); Wall: Unpainted Brick; Wall: Plaster on Masonry; Wall: Gypsum Board; Floor: Marble; Floor: Marble; Ceiling: 50mm Mineral Wool Behind 25% Open Area Perforated Steel; Ceiling: Plasterboard 10mm Thick, Perforated 8mm Diameter Holes with 25mm Bitumen-Bonded Fibreglass",Double Pane Glass and Painted Brick,Concrete Block (Coarse),Plywood Door and Wood Paneling,Marble,50mm Mineral Wool Behind 25% Open Area Perforated Steel
GreenEdge-V3,1Bed,6,22.44,night,99,"Window: Glazed Ceramic Tile and Wood Paneling; Window: Wired Glass and Fiberglass Board; Door: Steel Door with Acoustic Treatment and Gypsum Board; Wall: Unpainted Brick; Wall: Concrete Block (Painted); Wall: Unpainted Brick; Wall: Wood Paneling; Floor: Marble; Floor: Thin Carpet on Wood; Ceiling: Metal Deck (Perforated Channels, 75mm Batts); Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",0.578744,0.374798,2,7.877823,33.386727,0.8,0,33.386727,29.214373,0.965,Unpainted Brick,Glazed Ceramic Tile and Wood Paneling,Steel Door with Acoustic Treatment and Gypsum Board,Marble,"Metal Deck (Perforated Channels, 75mm Batts)","Window: Glazed Ceramic Tile and Wood Paneling; Window: Wired Glass and Fiberglass Board; Door: Steel Door with Acoustic Treatment and Gypsum Board; Wall: Unpainted Brick; Wall: Concrete Block (Painted); Wall: Unpainted Brick; Wall: Wood Paneling; Floor: Marble; Floor: Thin Carpet on Wood; Ceiling: Metal Deck (Perforated Channels, 75mm Batts); Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",Glazed Ceramic Tile and Wood Paneling,Unpainted Brick,Steel Door with Acoustic Treatment and Gypsum Board,Marble,"Metal Deck (Perforated Channels, 75mm Batts)"
HD-Urban-V0,1Bed,6,14.19,night,90,Window: Laminated Glass and Concrete Block (Painted); Window: Frosted Glass and Plaster on Masonry; Window: Single Pane Glass and Unpainted Brick; Door: Double Pane Glass Door and Plaster on Masonry; Wall: Concrete Block (Coarse); Wall: Gypsum Board; Floor: Medium Pile Carpet; Floor: Medium Pile Carpet; Ceiling: Wood Tongue-and-Groove Roof Decking; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens,0.565416,0.380406,3,8.840125,33.305653,0.8,0,33.305653,19.570315,0.993,Concrete Block (Coarse),Laminated Glass and Concrete Block (Painted),Double Pane Glass Door and Plaster on Masonry,Medium Pile Carpet,Wood Tongue-and-Groove Roof Decking,Window: Laminated Glass and Concrete Block (Painted); Window: Frosted Glass and Plaster on Masonry; Window: Single Pane Glass and Unpainted Brick; Door: Double Pane Glass Door and Plaster on Masonry; Wall: Concrete Block (Coarse); Wall: Gypsum Board; Floor: Medium Pile Carpet; Floor: Medium Pile Carpet; Ceiling: Wood Tongue-and-Groove Roof Decking; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens,Laminated Glass and Concrete Block (Painted),Concrete Block (Coarse),Double Pane Glass Door and Plaster on Masonry,Medium Pile Carpet,Wood Tongue-and-Groove Roof Decking
Roadside-V1,1Bed,6,45.53,night,99,"Window: Frosted Glass and Fiberglass Board; Window: Large Pane Glass and Painted Brick; Window: Double Pane Glass and Plaster with Wallpaper Backing; Window: Large Pane Glass and Gypsum Board; Door: Acoustic Door and Plaster on Masonry; Wall: Gypsum Board; Wall: Wood Paneling; Floor: Marble; Floor: Marble; Ceiling: Metal Deck (Perforated Channels, 25mm Batts); Ceiling: Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing",0.101368,0.793944,4,10.29199,31.87124,0.8,0,31.87124,21.80218,0.594,Gypsum Board,Frosted Glass and Fiberglass Board,Acoustic Door and Plaster on Masonry,Marble,"Metal Deck (Perforated Channels, 25mm Batts)","Window: Frosted Glass and Fiberglass Board; Window: Large Pane Glass and Painted Brick; Window: Double Pane Glass and Plaster with Wallpaper Backing; Window: Large Pane Glass and Gypsum Board; Door: Acoustic Door and Plaster on Masonry; Wall: Gypsum Board; Wall: Wood Paneling; Floor: Marble; Floor: Marble; Ceiling: Metal Deck (Perforated Channels, 25mm Batts); Ceiling: Wood Panels, 18mm Alternate 15mm Slot & 35mm Wooden Slat with 25mm Rockwool Backing",Frosted Glass and Fiberglass Board,Gypsum Board,Acoustic Door and Plaster on Masonry,Marble,"Metal Deck (Perforated Channels, 25mm Batts)"
